Date,Open,High,Low,Close,Volume,Adj Close
2016-02-08,93.129997,96.349998,92.589996,93.989998,46224400,92.44323
2016-02-01,96.470001,97.330002,93.690002,94.019997,43430900,92.472733
2016-01-25,101.519997,101.529999,92.389999,97.339996,76067300,95.221397
2016-01-19,98.410004,101.459999,93.419998,101.419998,60846000,99.212601
2016-01-11,98.970001,101.190002,95.360001,97.129997,60702600,95.015968
2016-01-04,102.610001,105.849998,96.43,96.959999,68758000,94.84967
2015-12-28,107.589996,109.43,104.82,105.260002,30871100,102.969025
2015-12-21,107.279999,109.00,105.57,108.029999,31651900,105.678734
2015-12-14,112.18,112.800003,105.809998,106.029999,63021200,103.72226
2015-12-07,118.980003,119.860001,112.849998,113.18,37749100,110.716644
2015-11-30,117.989998,119.410004,114.220001,119.029999,41353100,116.439316
2015-11-23,119.269997,119.730003,117.120003,117.809998,27430100,115.245872
2015-11-16,111.379997,119.919998,111.00,119.300003,37996200,116.703445
2015-11-09,120.959999,121.809998,112.269997,112.339996,43311000,109.89492
2015-11-02,120.800003,123.82,119.610001,121.059998,39040600,118.425133
2015-10-26,118.080002,121.220001,113.989998,119.50,64472400,116.400833
2015-10-19,110.800003,119.230003,110.110001,119.080002,44270800,115.99173
2015-10-12,112.730003,112.75,109.559998,111.040001,36977000,108.16024
2015-10-05,109.879997,112.279999,108.209999,112.120003,52354500,109.212234
2015-09-28,113.849998,114.57,107.309998,110.379997,62779200,107.517349
2015-09-21,113.669998,116.690002,112.370003,114.709999,48539200,111.735054
2015-09-14,116.580002,116.889999,111.870003,113.449997,55455200,110.507736
2015-09-08,111.75,114.209999,109.769997,114.209999,63165600,111.248024
2015-08-31,112.029999,114.529999,107.360001,109.269997,59638800,106.436142
